DestinationCountryCode,OriginCountryCode,Year,Visitors
VNM,SGP,2025,401420.0
VNM,THA,2016,266984.0
VNM,THA,2017,301587.0
VNM,THA,2018,349310.0
VNM,THA,2019,509802.0
VNM,THA,2020,125725.0
VNM,THA,2022,202246.0
VNM,THA,2023,489174.0
VNM,THA,2024,418054.0
VNM,THA,2025,457775.0
